symbol	ensembl	entrez
	ENSG00000250749	NA
SP6	ENSG00000189120	80320
TMSB10P1	ENSG00000228499	NA
STYXL1	ENSG00000127952	51657
	ENSG00000255149	NA
SH3GL1P3	ENSG00000267294	NA
IGBP1-AS2	ENSG00000220925	NA
	ENSG00000236485	101928067
	ENSG00000267071	NA
RNU7-127P	ENSG00000238812	NA
C1DP4	ENSG00000227515	NA
ARAP3	ENSG00000120318	64411
RN7SL204P	ENSG00000264676	NA
IGBP1-AS1	ENSG00000203588	NA
	ENSG00000207049	NA
ZNF385B	ENSG00000144331	151126
	ENSG00000263759	NA
RN7SL581P	ENSG00000242657	NA
TMEM254-AS1	ENSG00000230091	219347
	ENSG00000267087	NA
	ENSG00000233611	NA
RNA5SP507	ENSG00000200473	NA
	ENSG00000251352	NA
LCAT	ENSG00000213398	3931
	ENSG00000267451	440461
RNA5SP350	ENSG00000200168	NA
	ENSG00000231053	NA
	ENSG00000271390	NA
	ENSG00000269393	NA
	ENSG00000226886	NA
	ENSG00000264506	NA
	ENSG00000244699	NA
	ENSG00000271584	NA
DNAJC13	ENSG00000138246	23317
RNU1-31P	ENSG00000200745	NA
	ENSG00000248717	100652782
RNY4P23	ENSG00000201377	NA
TMEM87A	ENSG00000103978	25963
MIR610	ENSG00000207874	693195
RNU4-81P	ENSG00000200431	NA
	ENSG00000271332	NA
RPS17P15	ENSG00000239354	NA
FAM171B	ENSG00000144369	165215
RN7SKP158	ENSG00000222385	NA
DLG3-AS1	ENSG00000231651	100873930
	ENSG00000272635	NA
	ENSG00000271179	NA
	ENSG00000238149	NA
C6orf99	ENSG00000203711	100130967
	ENSG00000225594	NA
LSP1P2	ENSG00000240665	NA
	ENSG00000270202	NA
OR2AE1	ENSG00000244623	81392
	ENSG00000242953	NA
MIR4491	ENSG00000264032	100616330
RPL22P18	ENSG00000230171	NA
TEX9	ENSG00000151575	374618
NUAK2	ENSG00000163545	81788
	ENSG00000267264	NA
OR2AI1P	ENSG00000236791	NA
RNU2-60P	ENSG00000253099	NA
	ENSG00000255322	NA
PLAGL1	ENSG00000118495	5325
	ENSG00000230187	NA
SLC25A1P5	ENSG00000267323	NA
	ENSG00000255428	100132078
	ENSG00000227745	NA
	ENSG00000254606	NA
LINC00857	ENSG00000237523	439990
SP2	ENSG00000167182	6668
	ENSG00000255208	NA
	ENSG00000267389	NA
	ENSG00000248990	NA
	ENSG00000257891	NA
RPS12P2	ENSG00000234319	NA
	ENSG00000199769	NA
RNU1-17P	ENSG00000199892	NA
	ENSG00000258265	NA
MIR34B	ENSG00000207811	407041
	ENSG00000249867	NA
	ENSG00000213747	NA
	ENSG00000260841	NA
	ENSG00000270540	NA
MIR34C	ENSG00000207562	407042
	ENSG00000234382	NA
	ENSG00000258252	101929948
	ENSG00000258252	101929572
	ENSG00000232893	NA
CNBD1	ENSG00000176571	168975
	ENSG00000266977	NA
	ENSG00000254980	101928666
OR2BH1P	ENSG00000272882	NA
ZNF33B	ENSG00000196693	7582
RPS23P8	ENSG00000230629	NA
RPL3P5	ENSG00000231546	NA
	ENSG00000235286	NA
RNU6-1132P	ENSG00000239108	NA
	ENSG00000257159	NA
MIR5090	ENSG00000266715	100847073
RN7SKP65	ENSG00000222210	NA
MSR1	ENSG00000038945	4481
	ENSG00000230189	NA
	ENSG00000229324	NA
	ENSG00000267623	NA
RN7SKP273	ENSG00000223324	NA
	ENSG00000257668	NA
MIR4467	ENSG00000264471	100616367
EIF5AP4	ENSG00000234743	NA
LINC00847	ENSG00000245060	729678
	ENSG00000257541	NA
ST6GALNAC6	ENSG00000160408	30815
	ENSG00000256604	NA
	ENSG00000254990	NA
	ENSG00000232328	NA
LRRN1	ENSG00000175928	57633
RNU1-56P	ENSG00000212605	NA
RPL21P103	ENSG00000241423	NA
	ENSG00000271745	NA
SOCS5P4	ENSG00000227536	NA
	ENSG00000232950	NA
	ENSG00000258133	NA
RNU6-1051P	ENSG00000202341	NA
	ENSG00000272949	NA
	ENSG00000124835	93463
PSMD6	ENSG00000163636	9861
FREM1	ENSG00000164946	158326
ALG9-IT1	ENSG00000254450	NA
	ENSG00000257259	101927653
TALDO1	ENSG00000177156	6888
	ENSG00000255951	NA
GNG5P3	ENSG00000254949	NA
RNA5-8SP5	ENSG00000202174	NA
RPL37AP8	ENSG00000176343	NA
MIR663B	ENSG00000221288	100313824
RNA5SP351	ENSG00000238965	NA
	ENSG00000273318	NA
	ENSG00000235858	NA
CDC27P1	ENSG00000233786	NA
	ENSG00000255286	NA
THAP5	ENSG00000177683	168451
	ENSG00000235705	NA
RNU4-54P	ENSG00000252237	NA
	ENSG00000271738	NA
	ENSG00000255334	NA
TRIM40	ENSG00000172524	135644
RNA5SP355	ENSG00000202187	NA
	ENSG00000230803	NA
PPIHP1	ENSG00000230911	10465
	ENSG00000244712	NA
RNU6-893P	ENSG00000238444	NA
EIF5AL1	ENSG00000253626	143244
SKP1P1	ENSG00000231234	NA
RGPD8	ENSG00000169629	729540
RGPD8	ENSG00000169629	727851
RGPD8	ENSG00000169629	84220
	ENSG00000271025	NA
	ENSG00000256513	NA
	ENSG00000254638	NA
ALG1L6P	ENSG00000238278	NA
BMS1	ENSG00000165733	101929959
BMS1	ENSG00000165733	9790
	ENSG00000222481	NA
	ENSG00000260958	NA
	ENSG00000252265	NA
ZNF806	ENSG00000018607	NA
	ENSG00000268316	NA
C8orf33	ENSG00000182307	65265
PPP1R12C	ENSG00000125503	54776
	ENSG00000257258	NA
	ENSG00000272786	NA
	ENSG00000257443	NA
C22orf31	ENSG00000100249	25770
	ENSG00000236928	NA
LUZP1	ENSG00000169641	7798
	ENSG00000214264	NA
SAP30BP	ENSG00000161526	29115
CCK	ENSG00000187094	885
	ENSG00000269483	101928542
VEGFB	ENSG00000173511	7423
	ENSG00000264479	NA
	ENSG00000222852	NA
	ENSG00000272769	NA
	ENSG00000268095	101928571
RARRES2P5	ENSG00000260967	NA
RSPH3	ENSG00000130363	83861
MRPS36P4	ENSG00000255231	NA
RPS29P12	ENSG00000243664	NA
	ENSG00000244510	NA
RHOT2	ENSG00000140983	89941
HCCAT3	ENSG00000269235	101669766
RPS12P21	ENSG00000243930	NA
FAM201B	ENSG00000230992	100132249
FAM201B	ENSG00000230992	339742
KLHL33	ENSG00000185271	123103
HIVEP3	ENSG00000127124	59269
FGFR3P5	ENSG00000260984	NA
	ENSG00000260160	NA
	ENSG00000249287	NA
RPS6P16	ENSG00000243250	NA
CERS1	ENSG00000223802	10715
CERS1	ENSG00000223802	2657
SFTPA2	ENSG00000185303	729238
	ENSG00000270248	NA
	ENSG00000248761	NA
	ENSG00000215954	NA
	ENSG00000212073	NA
RNU6-175P	ENSG00000252705	NA
	ENSG00000265235	NA
ST13P10	ENSG00000213234	NA
SETMAR	ENSG00000170364	6419
	ENSG00000259897	NA
YBX1P7	ENSG00000232349	NA
	ENSG00000267827	NA
	ENSG00000250608	339874
NPAS4	ENSG00000174576	266743
	ENSG00000231228	NA
EPB41L4A	ENSG00000129595	64097
TRIM27	ENSG00000234495	5987
	ENSG00000250303	100506870
	ENSG00000250303	283140
	ENSG00000253508	NA
	ENSG00000238630	NA
	ENSG00000268458	NA
RARRES2P6	ENSG00000261010	NA
RN7SKP103	ENSG00000200718	NA
KREMEN1	ENSG00000183762	83999
MNS1	ENSG00000138587	55329
	ENSG00000221142	NA
ATP1B4	ENSG00000101892	23439
	ENSG00000261752	NA
	ENSG00000230065	NA
HSPH1	ENSG00000120694	10808
	ENSG00000221532	NA
RN7SL177P	ENSG00000242976	NA
RNU6-1036P	ENSG00000206686	NA
VAX2	ENSG00000116035	25806
	ENSG00000266934	NA
	ENSG00000260846	NA
	ENSG00000241870	NA
	ENSG00000251183	NA
SERPINI2	ENSG00000114204	5276
	ENSG00000228721	NA
BATF2	ENSG00000168062	116071
	ENSG00000261382	NA
RNU6-44P	ENSG00000206772	NA
GEMIN8	ENSG00000046647	54960
HTR1D	ENSG00000179546	3352
FOXO1B	ENSG00000214295	NA
TRIM10	ENSG00000137394	10107
C20orf195	ENSG00000125531	79025
MFSD2B	ENSG00000205639	388931
KLHDC8A	ENSG00000162873	55220
	ENSG00000233729	101928185
RARRES2P9	ENSG00000261486	NA
	ENSG00000254968	101928823
	ENSG00000251710	NA
	ENSG00000267280	NA
MAPKAPK5	ENSG00000089022	8550
	ENSG00000260427	NA
SAP30L-AS1	ENSG00000245275	386627
	ENSG00000260480	NA
	ENSG00000248560	NA
MRVI1	ENSG00000072952	10335
	ENSG00000248473	102577426
	ENSG00000259841	283914
RPL23AP62	ENSG00000213233	NA
RNU6ATAC11P	ENSG00000221468	NA
LYZL4	ENSG00000157093	131375
	ENSG00000221400	NA
	ENSG00000267768	NA
	ENSG00000252375	NA
	ENSG00000255484	387810
HNRNPA3P7	ENSG00000253119	NA
	ENSG00000230555	NA
	ENSG00000231841	NA
	ENSG00000226953	101928161
	ENSG00000267630	NA
AMZ2	ENSG00000196704	51321
COPZ1	ENSG00000111481	22818
	ENSG00000249022	NA
	ENSG00000260291	NA
	ENSG00000221070	NA
RNU7-193P	ENSG00000252532	NA
	ENSG00000212397	NA
MIR1294	ENSG00000221430	100302181
	ENSG00000236114	NA
	ENSG00000254626	NA
OSGEP	ENSG00000092094	55644
AGGF1P4	ENSG00000261689	NA
RNU6-1196P	ENSG00000252030	NA
RN7SL655P	ENSG00000241963	NA
AGER	ENSG00000206320	177
	ENSG00000266906	NA
ABCF1	ENSG00000232169	23
	ENSG00000201786	NA
	ENSG00000260598	NA
	ENSG00000247416	101928847
	ENSG00000252557	NA
	ENSG00000254293	NA
CAP1P2	ENSG00000232004	NA
ANXA2P1	ENSG00000213406	NA
ELAVL1	ENSG00000066044	1994
PHOSPHO1	ENSG00000173868	162466
	ENSG00000267509	NA
	ENSG00000231397	NA
	ENSG00000263596	NA
TMEM230	ENSG00000089063	29058
ZNF32-AS3	ENSG00000223910	414201
RN7SL419P	ENSG00000243883	NA
RARRES2P7	ENSG00000260812	NA
NPM1P12	ENSG00000215311	NA
RPL37P23	ENSG00000243680	NA
	ENSG00000250771	NA
	ENSG00000260680	NA
	ENSG00000267927	NA
	ENSG00000253886	NA
	ENSG00000261299	NA
	ENSG00000237389	NA
	ENSG00000227252	NA
SNX17	ENSG00000115234	9784
	ENSG00000250222	NA
TRIM4	ENSG00000146833	89122
MRPS21	ENSG00000187145	54460
	ENSG00000266928	NA
	ENSG00000268015	NA
NUP98	ENSG00000110713	4928
CIR1P1	ENSG00000253146	NA
RPS6P22	ENSG00000244390	NA
	ENSG00000248208	NA
	ENSG00000238263	NA
	ENSG00000224844	NA
SOX2	ENSG00000181449	6657
	ENSG00000214581	NA
	ENSG00000257288	NA
	ENSG00000258214	NA
	ENSG00000249309	NA
MIR3141	ENSG00000264760	100422950
ZNF32-AS1	ENSG00000226245	414197
	ENSG00000222032	NA
LBX2	ENSG00000179528	85474
MIR1303	ENSG00000221552	100302284
	ENSG00000257652	NA
	ENSG00000250900	NA
RNU6-279P	ENSG00000212599	NA
	ENSG00000207265	NA
OAT	ENSG00000065154	4942
ZNF32-AS2	ENSG00000230565	414208
RN7SL439P	ENSG00000263478	NA
MIR643	ENSG00000208002	693228
	ENSG00000252181	NA
RNU6-1140P	ENSG00000222449	NA
	ENSG00000272197	NA
	ENSG00000264137	NA
	ENSG00000261711	NA
	ENSG00000227107	NA
	ENSG00000269102	NA
	ENSG00000241187	NA
	ENSG00000228151	101928733
	ENSG00000270580	NA
	ENSG00000249200	NA
MIR378H	ENSG00000263361	100616306
	ENSG00000228426	NA
	ENSG00000269535	NA
CACNB4	ENSG00000182389	785
	ENSG00000254526	NA
	ENSG00000250609	NA
	ENSG00000263723	NA
	ENSG00000253261	NA
	ENSG00000271173	NA
RNU6-1333P	ENSG00000251971	NA
	ENSG00000255450	NA
	ENSG00000221131	NA
UQCRHP3	ENSG00000224162	NA
RNU6-1285P	ENSG00000200350	NA
FKBP2	ENSG00000173486	2286
	ENSG00000225057	101927958
	ENSG00000253646	NA
	ENSG00000211499	NA
DCAF4L2	ENSG00000176566	138009
	ENSG00000248611	NA
GLRA2	ENSG00000101958	2742
C19orf69	ENSG00000204978	100170765
HOTTIP	ENSG00000243766	100316868
	ENSG00000254530	NA
RNU6-579P	ENSG00000252688	NA
RN7SKP154	ENSG00000222068	NA
	ENSG00000249074	NA
NCKAP5-IT1	ENSG00000232474	NA
CDH6	ENSG00000113361	1004
	ENSG00000232306	NA
	ENSG00000271477	NA
HECTD3	ENSG00000126107	79654
ARL2	ENSG00000213465	402
MRPL11	ENSG00000174547	65003
	ENSG00000270442	NA
	ENSG00000223430	NA
	ENSG00000255281	NA
	ENSG00000249041	NA
RNU6-234P	ENSG00000202099	NA
RNA5SP199	ENSG00000200275	NA
HELZ2	ENSG00000130589	85441
	ENSG00000229915	NA
	ENSG00000253370	NA
RN7SKP93	ENSG00000200708	NA
	ENSG00000249692	NA
	ENSG00000268730	NA
	ENSG00000248514	NA
LINC01107	ENSG00000225493	151171
	ENSG00000254163	NA
PKD1P6	ENSG00000250251	339044
MIR3679	ENSG00000263813	100500878
RNU2-66P	ENSG00000222582	NA
DGCR2	ENSG00000070413	9993
	ENSG00000255227	NA
	ENSG00000234279	NA
	ENSG00000253308	NA
RNU2-44P	ENSG00000252604	NA
RNU6-556P	ENSG00000199468	NA
PCGF1	ENSG00000115289	84759
RNA5SP104	ENSG00000222921	NA
CEACAM21	ENSG00000007129	90273
MIR4638	ENSG00000264732	100616342
	ENSG00000224252	NA
PPP1R2P3	ENSG00000231989	153743
NUDT16P1	ENSG00000246082	152195
	ENSG00000250538	NA
GRAMD1C	ENSG00000178075	54762
	ENSG00000255029	NA
	ENSG00000234060	NA
EVX1-AS	ENSG00000253405	NA
HNRNPR	ENSG00000125944	10236
MMP16	ENSG00000156103	4325
	ENSG00000255117	NA
	ENSG00000226992	NA
	ENSG00000247049	NA
	ENSG00000244657	NA
	ENSG00000255674	NA
	ENSG00000227744	401039
	ENSG00000223473	NA
SNORD96A	ENSG00000272296	619571
RPL35P4	ENSG00000213783	NA
HNRNPRP2	ENSG00000255047	NA
CCL25	ENSG00000131142	6370
DDX11L2	ENSG00000236397	84771
	ENSG00000237310	100289098
CCNT2-AS1	ENSG00000224043	100129961
	ENSG00000264839	NA
	ENSG00000271480	NA
	ENSG00000254734	NA
	ENSG00000270388	NA
RN7SL240P	ENSG00000243505	NA
RPL7AP58	ENSG00000240554	NA
MTATP6P2	ENSG00000270307	NA
SNORD95	ENSG00000264549	619570
EMID1	ENSG00000186998	129080
	ENSG00000261340	NA
HNRNPA1P73	ENSG00000236569	NA
	ENSG00000250910	NA
	ENSG00000179342	NA
	ENSG00000233937	NA
	ENSG00000270225	NA
MIR3908	ENSG00000266655	100500909
	ENSG00000254532	NA
	ENSG00000227374	NA
	ENSG00000207294	NA
	ENSG00000271207	NA
GAGE10	ENSG00000215274	643832
	ENSG00000255288	NA
RNU6-342P	ENSG00000207251	NA
	ENSG00000264115	100500852
USP9YP28	ENSG00000224151	NA
DCAF17	ENSG00000115827	80067
	ENSG00000221573	NA
MIR4297	ENSG00000266676	100422873
MIR3180-4	ENSG00000257391	NA
RN7SL859P	ENSG00000264625	NA
	ENSG00000242353	NA
LINC00959	ENSG00000237489	NA
RPS20P15	ENSG00000227523	NA
ATP11B	ENSG00000058063	23200
APOOP1	ENSG00000270560	NA
TAGAP	ENSG00000164691	117289
	ENSG00000234500	NA
RNU6-1119P	ENSG00000207077	NA
	ENSG00000254246	NA
GAGE12J	ENSG00000224659	100132399
GAGE12J	ENSG00000224659	100008586
GAGE12J	ENSG00000224659	729442
GAGE12J	ENSG00000224659	729431
GAGE12J	ENSG00000224659	729422
GAGE12J	ENSG00000224659	729396
GAGE12J	ENSG00000224659	729408
GAGE12J	ENSG00000224659	645073
GAGE12J	ENSG00000224659	2578
GAGE12J	ENSG00000224659	2577
GAGE12J	ENSG00000224659	2576
	ENSG00000234682	NA
CTAGE7P	ENSG00000233122	119437
LEMD1	ENSG00000186007	93273
GUCA2B	ENSG00000044012	2981
GOLGA8R	ENSG00000186399	101059918
	ENSG00000249787	NA
C2orf44	ENSG00000163026	80304
	ENSG00000269834	NA
GAGE13	ENSG00000237597	645051
ATP6V1B1	ENSG00000116039	525
PPIAP32	ENSG00000233319	NA
	ENSG00000247373	NA
	ENSG00000236303	NA
	ENSG00000267320	NA
	ENSG00000222997	NA
TMEM17	ENSG00000186889	200728
MIR378C	ENSG00000264803	100422867
GAGE2E	ENSG00000205775	100101629
GAGE2E	ENSG00000205775	26749
	ENSG00000206897	NA
	ENSG00000266057	NA
	ENSG00000247877	NA
DPPA5P1	ENSG00000269776	NA
	ENSG00000267238	NA
	ENSG00000255839	NA
TCERG1L-AS1	ENSG00000230098	101927489
TRIM15	ENSG00000137384	89870
	ENSG00000269349	NA
TRIM52-AS1	ENSG00000248275	100507602
GNAI2	ENSG00000114353	2771
	ENSG00000260725	NA
	ENSG00000260153	NA
SPATC1	ENSG00000260319	375686
	ENSG00000265977	NA
ZNF311	ENSG00000225351	282890
	ENSG00000258052	NA
RNU1-41P	ENSG00000251970	NA
RPL39P34	ENSG00000242255	NA
GAGE2D	ENSG00000240257	100101629
GAGE2D	ENSG00000240257	729408
	ENSG00000235010	NA
	ENSG00000259836	NA
OFD1P7Y	ENSG00000238088	NA
YIPF3	ENSG00000137207	25844
	ENSG00000261350	NA
	ENSG00000268886	NA
	ENSG00000267243	NA
	ENSG00000229180	NA
	ENSG00000260341	NA
	ENSG00000255480	NA
RN7SL746P	ENSG00000265502	NA
	ENSG00000250806	NA
GAGE12I	ENSG00000241465	100008586
GAGE12I	ENSG00000241465	645073
GAGE12I	ENSG00000241465	26748
GAGE12I	ENSG00000241465	2579
GAGE12I	ENSG00000241465	2578
GAGE12I	ENSG00000241465	2577
GAGE12I	ENSG00000241465	2576
	ENSG00000261445	NA
FLNA	ENSG00000196924	2316
	ENSG00000254489	NA
	ENSG00000265597	NA
	ENSG00000228427	NA
RNU6-1320P	ENSG00000212140	NA
	ENSG00000260857	100130700
CYP4A11	ENSG00000187048	284541
CYP4A11	ENSG00000187048	1579
SLC39A7	ENSG00000206288	7922
	ENSG00000255591	NA
IPO8	ENSG00000133704	10526
	ENSG00000269622	NA
	ENSG00000228098	NA
ZNF137P	ENSG00000123870	NA
	ENSG00000251968	NA
	ENSG00000221629	NA
RPL27P12	ENSG00000239215	NA
	ENSG00000224208	NA
MIR5590	ENSG00000263783	100847069
CYCSP25	ENSG00000255370	NA
RNU6-871P	ENSG00000251931	NA
	ENSG00000261733	NA
RPL17P2	ENSG00000242135	NA
EXOSC4	ENSG00000260189	54512
	ENSG00000266724	NA
	ENSG00000230807	NA
	ENSG00000238337	NA
	ENSG00000270028	NA
GAGE2C	ENSG00000236249	645037
GAGE2C	ENSG00000236249	2574
	ENSG00000224322	NA
RNU6-1334P	ENSG00000251841	NA
	ENSG00000265430	NA
	ENSG00000208308	NA
	ENSG00000257176	100506606
RARRES2P8	ENSG00000259996	NA
ACSF2	ENSG00000167107	80221
VIPR1	ENSG00000114812	7433
RNU4-20P	ENSG00000202471	NA
	ENSG00000213706	NA
RNASEH2CP1	ENSG00000237659	NA
	ENSG00000270005	NA
	ENSG00000254718	101927702
	ENSG00000235651	NA
	ENSG00000259848	101929518
	ENSG00000259848	101927527
	ENSG00000259848	101927088
	ENSG00000259848	644316
	ENSG00000259848	442028
GUCA2A	ENSG00000197273	2980
	ENSG00000260994	NA
RNU1-96P	ENSG00000201033	NA
	ENSG00000257146	NA
EIF4HP1	ENSG00000233830	NA
	ENSG00000270130	NA
MEF2A	ENSG00000068305	4205
TOMM22P2	ENSG00000232195	NA
	ENSG00000232167	NA
	ENSG00000261046	NA
MTCYBP2	ENSG00000217179	NA
	ENSG00000266893	101927210
	ENSG00000237176	NA
HSFY3P	ENSG00000227289	NA
RNU6-512P	ENSG00000201308	NA
	ENSG00000267423	NA
BMPR2	ENSG00000204217	659
PSMC1P2	ENSG00000213781	NA
MIR128-1	ENSG00000207654	406915
GPAT2	ENSG00000186281	150763
	ENSG00000260134	NA
	ENSG00000264437	NA
	ENSG00000258556	101927729
	ENSG00000270048	NA
GAGE2B	ENSG00000231850	645037
GAGE2B	ENSG00000231850	2574
	ENSG00000200664	NA
	ENSG00000257294	NA
	ENSG00000238912	NA
	ENSG00000269997	NA
PDDC1	ENSG00000177225	347862
	ENSG00000226806	100507600
	ENSG00000223968	NA
NAP1L1P2	ENSG00000229163	NA
	ENSG00000260746	NA
RBM8B	ENSG00000258427	NA
	ENSG00000235574	NA
	ENSG00000248105	NA
FAM86DP	ENSG00000244026	692099
PPP1R14B	ENSG00000173457	26472
RNU6-1312P	ENSG00000199295	NA
TTTY14	ENSG00000176728	83869
TTTY14	ENSG00000176728	55410
MYRFL	ENSG00000166268	NA
GNRHR2P1	ENSG00000259169	NA
SNTG2	ENSG00000172554	54221
SSTR2	ENSG00000180616	6752
	ENSG00000248112	NA
	ENSG00000229893	NA
	ENSG00000229601	NA
	ENSG00000214070	NA
GAGE12B	ENSG00000236737	NA
SALL4P7	ENSG00000258692	NA
	ENSG00000252298	NA
RN7SL365P	ENSG00000265382	NA
	ENSG00000213018	NA
RNU6-979P	ENSG00000206623	NA
	ENSG00000236198	NA
ST6GALNAC4	ENSG00000136840	27090
ST8SIA4	ENSG00000113532	7903
	ENSG00000255525	NA
CCDC68	ENSG00000166510	80323
OR2W1	ENSG00000226463	26692
GAGE12C	ENSG00000237671	100132399
GAGE12C	ENSG00000237671	729428
GAGE12C	ENSG00000237671	729431
GAGE12C	ENSG00000237671	729422
	ENSG00000249857	NA
JAZF1-AS1	ENSG00000234336	100128081
	ENSG00000221338	NA
RN7SKP62	ENSG00000207269	NA
	ENSG00000252525	NA
MIR548P	ENSG00000221263	100302288
GOLGA8Q	ENSG00000178115	NA
ZDHHC15	ENSG00000102383	158866
	ENSG00000199751	NA
	ENSG00000223700	NA
	ENSG00000228061	NA
RN7SL802P	ENSG00000264318	NA
	ENSG00000258670	NA
OR2B3	ENSG00000233054	442184
INGX	ENSG00000243468	27160
	ENSG00000228225	NA
	ENSG00000258184	NA
OR7H2P	ENSG00000251261	NA
PELI3	ENSG00000174516	246330
	ENSG00000258764	NA
GPAA1	ENSG00000260226	8733
	ENSG00000269938	NA
MMRN2	ENSG00000173269	79812
ST13P12	ENSG00000248400	NA
CEACAM4	ENSG00000105352	1089
FGF20	ENSG00000078579	26281
	ENSG00000249495	NA
	ENSG00000215120	NA
	ENSG00000252607	NA
	ENSG00000270061	NA
	ENSG00000249664	NA
	ENSG00000231890	101928243
	ENSG00000251822	NA
OR2J3	ENSG00000226271	442186
ST6GALNAC2P1	ENSG00000228902	NA
	ENSG00000270095	NA
	ENSG00000256827	NA
	ENSG00000271862	NA
RNA5SP188	ENSG00000199786	NA
	ENSG00000237055	NA
	ENSG00000264855	NA
	ENSG00000269923	NA
OR2J2	ENSG00000225550	26707
	ENSG00000267537	NA
FUNDC2P2	ENSG00000182814	388965
	ENSG00000248261	NA
	ENSG00000256596	NA
	ENSG00000266976	NA
CHST12	ENSG00000136213	55501
FKBP1B	ENSG00000119782	2281
RN7SKP68	ENSG00000222987	NA
SH3RF3	ENSG00000172985	344558
	ENSG00000267799	NA
MPEG1	ENSG00000197629	219972
	ENSG00000232128	NA
OR14J1	ENSG00000236927	442191
OFCC1	ENSG00000181355	266553
	ENSG00000267617	NA
OR5AN1	ENSG00000176495	390195
	ENSG00000267528	NA
	ENSG00000249017	NA
SCARNA18	ENSG00000238835	677765
SLC24A1	ENSG00000074621	9187
	ENSG00000267683	NA
	ENSG00000243385	NA
FANCB	ENSG00000181544	2187
GAGE12D	ENSG00000227488	100132399
GAGE12D	ENSG00000227488	729428
GAGE12D	ENSG00000227488	729431
GAGE12D	ENSG00000227488	729422
OR5A2	ENSG00000172324	219981
	ENSG00000238514	NA
RPS24P6	ENSG00000233158	NA
COQ10BP2	ENSG00000251552	NA
ZNF280D	ENSG00000137871	145783
ZNF280D	ENSG00000137871	54816
	ENSG00000267027	NA
	ENSG00000228272	NA
OR11A1	ENSG00000232289	26531
LINC00492	ENSG00000250958	100861468
OR5A1	ENSG00000172320	219982
FTH1P9	ENSG00000251395	NA
	ENSG00000248103	NA
CAPSL	ENSG00000152611	133690
	ENSG00000231331	NA
RNU6-705P	ENSG00000222533	NA
GAGE12E	ENSG00000216649	100132399
GAGE12E	ENSG00000216649	729428
GAGE12E	ENSG00000216649	729431
GAGE12E	ENSG00000216649	729422
	ENSG00000259791	NA
	ENSG00000233373	NA
VCAN-AS1	ENSG00000249835	NA
OR4D6	ENSG00000166884	219983
	ENSG00000238035	101930209
	ENSG00000238035	101929850
	ENSG00000238035	101929823
	ENSG00000238035	101929822
	ENSG00000238035	101928706
	ENSG00000260522	NA
	ENSG00000247402	NA
	ENSG00000267137	NA
	ENSG00000257865	NA
	ENSG00000249924	NA
ANXA10	ENSG00000109511	11199
	ENSG00000196861	NA
SUOX	ENSG00000139531	6821
DUXAP1	ENSG00000259056	NA
YWHAEP4	ENSG00000250205	NA
	ENSG00000211566	NA
	ENSG00000257308	NA
OR10C1	ENSG00000230505	442194
LINC00491	ENSG00000250682	285708
OR4D10	ENSG00000254466	390197
	ENSG00000273003	29907
	ENSG00000202361	NA
	ENSG00000260506	NA
FOXJ3	ENSG00000198815	22887
RN7SL800P	ENSG00000242398	NA
RNA5SP406	ENSG00000251915	NA
LDHAP7	ENSG00000235847	NA
MIR4440	ENSG00000266109	100616397
GOLGA8H	ENSG00000261794	728498
	ENSG00000221302	NA
RNA5SP407	ENSG00000222207	NA
PRPF3	ENSG00000117360	9129
	ENSG00000265332	NA
	ENSG00000200842	NA
RNA5SP408	ENSG00000251924	NA
	ENSG00000250398	NA
	ENSG00000232559	NA
RN7SKP108	ENSG00000223299	NA
	ENSG00000266360	NA
	ENSG00000207123	NA
OR4D11	ENSG00000176200	219986
RNA5SP409	ENSG00000252624	NA
P2RX4	ENSG00000135124	5025
	ENSG00000258979	NA
LFNG	ENSG00000106003	3955
	ENSG00000263743	NA
POLRMTP1	ENSG00000266066	NA
	ENSG00000271606	NA
	ENSG00000232594	NA
	ENSG00000264103	NA
	ENSG00000249247	NA
	ENSG00000264518	NA
	ENSG00000250765	NA
MTND6P17	ENSG00000249770	NA
	ENSG00000265979	NA
RNU6-1239P	ENSG00000212612	NA
	ENSG00000258825	NA
OR4D9	ENSG00000172742	390199
MTND5P9	ENSG00000248748	NA
	ENSG00000266365	NA
	ENSG00000264730	NA
DPYSL4	ENSG00000151640	10570
MICU3	ENSG00000155970	286097
RN7SKP295	ENSG00000253073	NA
ZNF322	ENSG00000181315	79692
	ENSG00000258314	NA
MTND4P8	ENSG00000248548	NA
	ENSG00000233105	NA
	ENSG00000265891	NA
LINC00618	ENSG00000225163	145249
RNU6-620P	ENSG00000206744	NA
ZFY-AS1	ENSG00000233070	NA
MIR4441	ENSG00000264810	100616493
WBP1LP4	ENSG00000251035	NA
	ENSG00000232491	NA
MTND3P3	ENSG00000249127	NA
	ENSG00000242858	NA
	ENSG00000265416	NA
SCLT1	ENSG00000151466	101927137
SCLT1	ENSG00000151466	132320
	ENSG00000256301	NA
	ENSG00000224585	NA
CEACAM7	ENSG00000007306	1087
MIR4269	ENSG00000265215	100423043
GRAMD4P3	ENSG00000257608	NA
	ENSG00000259026	NA
	ENSG00000177418	NA
	ENSG00000213285	NA
OR2H1	ENSG00000229125	26716
	ENSG00000249698	NA
PNPO	ENSG00000108439	55163
MIR2467	ENSG00000264292	100616360
RPL12P18	ENSG00000213400	NA
SLC12A4	ENSG00000124067	6560
MTATP6P9	ENSG00000248420	NA
RPL35P5	ENSG00000225573	NA
