id	gene	allTranscripts	transcript	totExons	strand	chrom	startUpIntron	endUpIntron	startUpBSE	endUpBSE	startDownBSE	endDownBSE	startDownIntron	endDownIntron	exNumUpBSE	exNumDownBSE	numOfExons	lenUpIntron	lenUpBSE	lenDownBSE	lenDownIntron	meanLengthBSEs	meanLengthIntrons	lenCircRNA
2606	AGTPBP1:-:chr9:88261333:88190230	AGTPBP1	ENST00000357081,ENST00000337006,ENST00000376109,ENST00000376083	ENST00000357081	26	-	chr9	88270057	88261334	88261333	88261236	88190390	88190230	88190229	88162202	12	25	14	8723	97	160	28027	128.5	18375	2416
2607	ASCC3:-:chr6:101296583:101214441	ASCC3	ENST00000369162,ENST00000324696,ENST00000522650	ENST00000369162	42	-	chr6	101311939	101296584	101296583	101296024	101214581	101214441	101214440	101173580	4	10	7	15355	559	140	40860	349.5	28107.5	1496
2608	CAPRIN1:+:chr11:34107611:34113603	CAPRIN1	ENST00000341394,ENST00000389645,ENST00000530820,ENST00000532820,ENST00000529307	ENST00000341394	19	+	chr11	34104589	34107610	34107611	34107766	34113453	34113603	34113604	34118025	10	15	6	3021	155	150	4421	152.5	3721	739
2609	CLIP4:+:chr2:29356521:29368233	CLIP4	ENST00000320081,ENST00000404424,ENST00000401605,ENST00000456385,ENST00000415891,ENST00000401617	ENST00000320081	16	+	chr2	29355112	29356520	29356521	29356682	29368098	29368233	29368234	29375550	5	8	4	1408	161	135	7316	148	4362	654
2610	CSPP1:+:chr8:68030483:68049838	CSPP1	ENST00000262210,ENST00000412460,ENST00000519163,ENST00000519668	ENST00000262210	29	+	chr8	68028358	68030482	68030483	68030604	68049691	68049838	68049839	68062017	12	15	4	2124	121	147	12178	134	7151	479
2611	EPHA6:+:chr3:96706174:96706837	EPHA6	ENST00000389672,ENST00000470610,ENST00000542517,ENST00000506569	ENST00000389672	18	+	chr3	96585734	96706173	96706174	96706837	96706174	96706837	96706838	96945107	3	3	1	120439	663	663	238269	663	179354	664
2612	EVI5:-:chr1:93170301:93128276	EVI5	NA	NA	NA	-	chr1	NA	NA	93170301	NA	NA	93128276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2613	IDE:-:chr10:94297307:94291505	IDE	ENST00000265986,ENST00000478361,ENST00000436178	ENST00000265986	25	-	chr10	94333678	94297308	94297307	94297123	94291674	94291505	94291504	94274800	2	4	3	36370	184	169	16704	176.5	26537	563
2614	ITM2B:+:chr13:48827944:48835457	ITM2B	NA	NA	NA	+	chr13	NA	NA	48827944	NA	NA	48835457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2615	LARP1B:+:chr4:128995615:129019485	LARP1B	ENST00000326639,ENST00000441387,ENST00000264584,ENST00000512292,ENST00000354456,ENST00000432347,ENST00000394288,ENST00000508819,ENST00000427266	ENST00000326639	20	+	chr4	128982557	128995614	128995615	128995673	129019341	129019485	129019486	129028293	2	8	7	13057	58	144	8807	101	10932	890
2616	PDE10A:-:chr6:165806285:165792683	PDE10A	ENST00000366882,ENST00000354448,ENST00000539869	ENST00000366882	23	-	chr6	165808669	165806286	165806285	165806135	165792855	165792683	165792682	165756992	17	19	3	2383	150	172	35690	161	19036.5	480
2617	RADIL:-:chr7:4837308:4836687	RADIL	NA	NA	NA	-	chr7	NA	NA	4837308	NA	NA	4836687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2618	RAPGEF2:+:chr4:160159961:160164943	RAPGEF2	ENST00000505478,ENST00000504604	ENST00000505478	9	+	chr4	160131736	160159960	160159961	160160036	160164926	160164943	160164944	160225493	5	7	3	28224	75	17	60549	46	44386.5	262
2619	RBM39:-:chr20:34320057:34309662	RBM39	ENST00000463004,ENST00000403542,ENST00000361162,ENST00000338163,ENST00000253363,ENST00000528062,ENST00000461283,ENST00000429968,ENST00000407261,ENST00000444878	ENST00000463004	16	-	chr20	34326889	34320058	34320057	34319863	34309799	34309662	34309661	34304728	3	8	6	6831	194	137	4933	165.5	5882	724
2620	RGS17:-:chr6:153365178:153345397	RGS17	ENST00000367225,ENST00000206262	ENST00000367225	4	-	chr6	NA	NA	153365178	153365035	153345631	153345397	153345396	153332898	1	3	3	NA	143	234	12498	188.5	12498	469
2621	SENP6:+:chr6:76412361:76421132	SENP6	ENST00000370014,ENST00000447266,ENST00000370010	ENST00000370014	24	+	chr6	76407234	76412360	76412361	76412788	76421044	76421132	76421133	76423228	19	21	3	5126	427	88	2095	257.5	3610.5	621
2622	SPPL2A:-:chr15:51041067:51039692	SPPL2A	ENST00000261854	ENST00000261854	15	-	chr15	51041832	51041068	51041067	51040885	51039825	51039692	51039691	51032026	3	5	3	764	182	133	7665	157.5	4214.5	407
2623	STXBP5L:+:chr3:121097563:121100379	STXBP5L	ENST00000273666,ENST00000471454,ENST00000492541,ENST00000472879	ENST00000273666	28	+	chr3	121037388	121097562	121097563	121097733	121100140	121100379	121100380	121126089	22	23	2	60174	170	239	25709	204.5	42941.5	411
2624	TMEM128:-:chr4:4248070:4239553	TMEM128	ENST00000254742,ENST00000382753,ENST00000540397	ENST00000254742	5	-	chr4	4249327	4248071	4248070	4247929	4239662	4239554	4239553	4237984	2	4	3	1256	141	108	1569	124.5	1412.5	410
2625	ARIH1:+:chr15:72837161:72864506	ARIH1	ENST00000379887	ENST00000379887	14	+	chr15	72810476	72837160	72837161	72837305	72864449	72864506	72864507	72873071	3	11	9	26684	144	57	8564	100.5	17624	772
2626	ASXL3:+:chr18:31187558:31251830	ASXL3	ENST00000269197,ENST00000592288	ENST00000269197	12	+	chr18	31158650	31187557	31187558	31187640	31251711	31251830	31251831	31263368	2	7	6	28907	82	119	11537	100.5	20222	661
2627	ATE1:-:chr10:123683844:123661905	ATE1	ENST00000369043,ENST00000224652,ENST00000423243,ENST00000540606,ENST00000543447	ENST00000369043	12	-	chr10	123687358	123683845	123683844	123683781	123662135	123661906	123661905	123658485	2	6	5	3513	63	229	3420	146	3466.5	707
2628	ATG5:-:chr6:106756366:106696024	ATG5	ENST00000369076,ENST00000343245	ENST00000369076	8	-	chr6	106763975	106756367	106756366	106756239	106696119	106696025	106696024	106649965	3	6	4	7608	127	94	46059	110.5	26833.5	465
2629	C1orf27:+:chr1:186375215:186388209	C1orf27	ENST00000432021	ENST00000432021	12	+	chr1	186368177	186375214	186375215	186375400	186388141	186388208	NA	NA	10	12	3	7037	185	67	NA	126	7037	365
2630	DTWD2:-:chr5:118280344:118264231	DTWD2	ENST00000304058,ENST00000510708	ENST00000304058	6	-	chr5	118323824	118280345	118280344	118280254	118264424	118264232	118264231	118183914	2	4	3	43479	90	192	80317	141	61898	379
2631	HTT:+:chr4:3188324:3190820	HTT	ENST00000510626,ENST00000355072	ENST00000510626	53	+	chr4	3184198	3188323	3188324	3188446	3189378	3190820	3190821	3201458	25	26	2	4125	122	1442	10637	782	7381	1566
2632	IGSF1:-:chrX:130503026:130498722	IGSF1	ENST00000370904	ENST00000370904	26	-	chrX	130522990	130503027	130503026	130502926	130498900	130498723	130498722	130438098	3	5	3	19963	100	177	60624	138.5	40293.5	361
2633	PATL1:-:chr11:59426942:59426338	PATL1	ENST00000300146	ENST00000300146	19	-	chr11	59434325	59426943	59426942	59426725	59426419	59426339	59426338	59425198	3	4	2	7382	217	80	1140	148.5	4261	299
2634	RSF1:-:chr11:77389198:77386080	RSF1	ENST00000308488,ENST00000480887,ENST00000360355	ENST00000308488	16	-	chr11	77394754	77389199	77389198	77389131	77386301	77386081	77386080	77383276	12	14	3	5555	67	220	2804	143.5	4179.5	497
2635	SENP6:+:chr6:76331248:76344527	SENP6	ENST00000370014,ENST00000447266,ENST00000370010,ENST00000327284,ENST00000483859,ENST00000493959	ENST00000370014	24	+	chr6	76312293	76331247	76331248	76331341	76344423	76344527	76344528	76344695	2	5	4	18954	93	104	167	98.5	9560.5	406
2636	SETD2:-:chr3:47103836:47098310	SETD2	ENST00000330022,ENST00000409792,ENST00000431180,ENST00000445387	ENST00000330022	19	-	chr3	47108559	47103837	47103836	47103653	47098980	47098311	47098310	47088112	12	13	2	4722	183	669	10198	426	7460	854
2637	SIPA1L1:+:chr14:71880665:71996087	SIPA1L1	ENST00000556408,ENST00000556780,ENST00000554126,ENST00000555652	ENST00000556408	9	+	chr14	71867636	71880664	71880665	71880731	71996029	71996087	71996088	72040205	5	8	4	13028	66	58	44117	62	28572.5	271
2638	SNX6:-:chr14:35078948:35055435	SNX6	ENST00000396526,ENST00000396534,ENST00000362031,ENST00000355110,ENST00000556162,ENST00000555416,ENST00000556712,ENST00000557265	ENST00000396526	13	-	chr14	35099112	35078949	35078948	35078844	35055511	35055436	35055435	35050807	2	8	7	20163	104	75	4628	89.5	12395.5	740
2639	TCF25:+:chr16:89961446:89967202	TCF25	ENST00000263346,ENST00000562256,ENST00000263347	ENST00000263346	18	+	chr16	89960267	89961445	89961446	89961545	89967043	89967202	89967203	89970525	8	12	5	1178	99	159	3322	129	2250	553
2640	UQCRC2:+:chr16:21979949:21987564	UQCRC2	ENST00000268379,ENST00000561553	ENST00000268379	14	+	chr16	21976827	21979948	21979949	21980006	21987488	21987564	21987565	21991867	8	12	5	3121	57	76	4302	66.5	3711.5	512
2641	VMP1:+:chr17:57814814:57895134	VMP1	ENST00000262291,ENST00000539763,ENST00000545362	ENST00000262291	12	+	chr17	57812835	57814813	57814814	57814904	57895073	57895134	57895135	57915655	4	10	7	1978	90	61	20520	75.5	11249	762
2642	ADCY1:+:chr7:45688269:45701813	ADCY1	ENST00000297323,ENST00000432715	ENST00000297323	20	+	chr7	45662343	45688268	45688269	45688396	45701658	45701813	45701814	45717467	5	8	4	25925	127	155	15653	141	20789	585
2643	ANKRD12:+:chr18:9204474:9211782	ANKRD12	ENST00000262126,ENST00000540578	ENST00000262126	13	+	chr18	9195697	9204473	9204474	9204542	9211582	9211782	9211783	9216755	4	6	3	8776	68	200	4972	134	6874	417
2644	CDH12:-:chr5:22810818:22799101	CDH12	NA	NA	NA	-	chr5	NA	NA	22810818	NA	NA	22799101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2645	CHD9:+:chr16:53289512:53302038	CHD9	ENST00000566029,ENST00000564845,ENST00000447540,ENST00000398510,ENST00000219084,ENST00000565803	ENST00000566029	39	+	chr16	53288518	53289511	53289512	53289691	53301839	53302038	53302039	53307537	19	22	4	993	179	199	5498	189	3245.5	688
2646	COG6:+:chr13:40268771:40301685	COG6	ENST00000416691,ENST00000455146,ENST00000356576	ENST00000416691	19	+	chr13	40263962	40268770	40268771	40268862	40301606	40301685	40301686	40362471	12	18	7	4808	91	79	60785	85	32796.5	752
2647	DYNC2H1:+:chr11:103090644:103093815	DYNC2H1	ENST00000375735,ENST00000398093	ENST00000375735	89	+	chr11	103086588	103090643	103090644	103090757	103093694	103093815	103093816	103101988	56	59	4	4055	113	121	8172	117	6113.5	521
2648	ERBB4:-:chr2:212589919:212566692	ERBB4	ENST00000342788,ENST00000436443,ENST00000402597,ENST00000484594,ENST00000260943	ENST00000342788	28	-	chr2	212615363	212589920	212589919	212589801	212566891	212566692	212566691	212543910	6	12	7	25443	118	199	22781	158.5	24112	867
2649	EVI5:-:chr1:93101893:93029199	EVI5	ENST00000370331,ENST00000540033,ENST00000543509,ENST00000491940	ENST00000370331	18	-	chr1	93131495	93101894	93101893	93101759	93029294	93029199	93029198	92979528	12	17	6	29601	134	95	49670	114.5	39635.5	774
2650	FAM73A:+:chr1:78267016:78272786	FAM73A	ENST00000370791,ENST00000443751	ENST00000370791	16	+	chr1	78249037	78267015	78267016	78267193	78272660	78272786	78272787	78279418	3	5	3	17978	177	126	6631	151.5	12304.5	442
2651	FSTL5:-:chr4:162431576:162376156	FSTL5	ENST00000306100,ENST00000379164,ENST00000536695	ENST00000306100	16	-	chr4	162459317	162431577	162431576	162431550	162376280	162376156	162376155	162307602	11	15	5	27740	26	124	68553	75	48146.5	529
2652	GPATCH2L:+:chr14:76633006:76647192	GPATCH2L	ENST00000261530,ENST00000312858,ENST00000554375	ENST00000261530	10	+	chr14	76621369	76633005	76633006	76633070	76647107	76647192	76647193	76662220	3	8	6	11636	64	85	15027	74.5	13331.5	531
2653	GRIP1:-:chr12:66935730:66909399	GRIP1	ENST00000359742,ENST00000286445,ENST00000398016,ENST00000538211,ENST00000540433,ENST00000536215	ENST00000359742	25	-	chr12	66990626	66935731	66935730	66935595	66909544	66909399	66909398	66859203	3	7	5	54895	135	145	50195	140	52545	588
2654	HPRT1:+:chrX:133607389:133627620	HPRT1	ENST00000298556,ENST00000462974	ENST00000298556	9	+	chrX	133594369	133607388	133607389	133607495	133627538	133627620	133627621	133632419	2	6	5	13019	106	82	4798	94	8908.5	458
2655	NFAT5:+:chr16:69729039:69729282	NFAT5	ENST00000349945,ENST00000426654,ENST00000432919,ENST00000354436,ENST00000393742,ENST00000567239,ENST00000565301	ENST00000349945	16	+	chr16	69728143	69729038	69729039	69729282	69729039	69729282	69729283	69730262	15	15	1	895	243	243	979	243	937	244
2656	PARD3B:+:chr2:206023446:206058044	PARD3B	ENST00000406610,ENST00000351153,ENST00000349953,ENST00000462231	ENST00000406610	23	+	chr2	205990462	206023445	206023446	206023631	206057929	206058044	206058045	206110501	11	15	5	32983	185	115	52456	150	42719.5	706
2657	RPS6KA6:-:chrX:83419395:83389790	RPS6KA6	ENST00000262752,ENST00000543399	ENST00000262752	22	-	chrX	83442826	83419396	83419395	83419336	83389827	83389790	83389789	83375036	2	8	7	23430	59	37	14753	48	19091.5	565
2658	RUNX1T1:-:chr8:93029591:92998352	RUNX1T1	ENST00000523629,ENST00000396218,ENST00000265814,ENST00000518844,ENST00000360348,ENST00000520724,ENST00000436581	ENST00000523629	12	-	chr8	93088192	93029592	93029591	93029454	92998553	92998352	92998351	92988202	3	9	7	58600	137	201	10149	169	34374.5	1191
2659	USP22:-:chr17:20914622:20910209	USP22	ENST00000261497,ENST00000537526,ENST00000579645	ENST00000261497	13	-	chr17	20916142	20914623	20914622	20914464	20910300	20910209	20910208	20908304	8	10	3	1519	158	91	1904	124.5	1711.5	378
2660	XYLT1:-:chr16:17353355:17352845	XYLT1	ENST00000261381	ENST00000261381	12	-	chr16	17451868	17353356	17353355	17352845	17353355	17352845	17352844	17294512	3	3	1	98512	510	510	58332	510	78422	511
2661	YTHDF3:+:chr8:64098706:64100303	YTHDF3	ENST00000521674,ENST00000524135,ENST00000542911,ENST00000517303,ENST00000520640	ENST00000521674	5	+	chr8	64087976	64098705	64098706	64100303	64098706	64100303	64100304	64122240	4	4	1	10729	1597	1597	21936	1597	16332.5	1598
2662	ZMYM4:+:chr1:35854511:35855699	ZMYM4	ENST00000314607,ENST00000373297,ENST00000457946	ENST00000314607	30	+	chr1	35853206	35854510	35854511	35854683	35855549	35855699	35855700	35857812	14	15	2	1304	172	150	2112	161	1708	324
2663	ZMYM4:+:chr1:35857813:35865177	ZMYM4	ENST00000314607,ENST00000373297,ENST00000457946	ENST00000314607	30	+	chr1	35855700	35857812	35857813	35857953	35865083	35865177	35865178	35870623	16	23	8	2112	140	94	5445	117	3778.5	941
2664	ANKH:-:chr5:14758707:14741935	ANKH	ENST00000284268	ENST00000284268	12	-	chr5	14769083	14758708	14758707	14758589	14742031	14741936	14741935	14716945	3	8	6	10375	118	95	24990	106.5	17682.5	698
2665	DPYD:-:chr1:98187227:98144650	DPYD	ENST00000370192	ENST00000370192	23	-	chr1	98205947	98187228	98187227	98187066	98144738	98144651	98144650	98060723	5	8	4	18719	161	87	83927	124	51323	529
2666	EED:+:chr11:85961338:85967554	EED	ENST00000263360,ENST00000327320,ENST00000528180,ENST00000351625,ENST00000525244	ENST00000263360	12	+	chr11	85956386	85961337	85961338	85961490	85967429	85967554	85967555	85968556	2	5	4	4951	152	125	1001	138.5	2976	438
2667	EML5:-:chr14:89212627:89192884	EML5	ENST00000554922,ENST00000352093,ENST00000380664	ENST00000554922	44	-	chr14	89220855	89212628	89212627	89212529	89193022	89192885	89192884	89181540	3	8	6	8227	98	137	11344	117.5	9785.5	830
2668	GOLGA4:+:chr3:37315027:37343823	GOLGA4	ENST00000356847,ENST00000450863	ENST00000356847	23	+	chr3	37292976	37315026	37315027	37315092	37343676	37343823	37343824	37356910	3	11	9	22050	65	147	13086	106	17568	1138
2669	KIF5B:-:chr10:32310215:32308785	KIF5B	ENST00000302418	ENST00000302418	26	-	chr10	32311067	32310216	32310215	32310154	32308887	32308786	32308785	32307491	18	20	3	851	61	101	1294	81	1072.5	274
2670	KLHL24:+:chr3:183361268:183382827	KLHL24	ENST00000454652,ENST00000242810	ENST00000454652	9	+	chr3	183354100	183361267	183361268	183361330	183382709	183382827	183382828	183388821	3	6	4	7167	62	118	5993	90	6580	1348
2671	LRBA:-:chr4:151729550:151682935	LRBA	ENST00000535741,ENST00000510413,ENST00000357115,ENST00000507224,ENST00000509835	ENST00000535741	57	-	chr4	151738275	151729551	151729550	151729472	151682999	151682935	151682934	151656519	32	35	4	8724	78	64	26415	71	17569.5	340
2672	MSH3:+:chr5:80063752:80088663	MSH3	ENST00000265081	ENST00000265081	24	+	chr5	80057498	80063751	80063752	80063939	80088552	80088663	80088664	80109402	14	19	6	6253	187	111	20738	149	13495.5	759
2673	MYCBP2:-:chr13:77661768:77655561	MYCBP2	ENST00000407578,ENST00000357337,ENST00000544440	ENST00000407578	83	-	chr13	77662966	77661769	77661768	77661619	77655786	77655562	77655561	77653025	62	65	4	1197	149	224	2536	186.5	1866.5	693
2674	NASP:+:chr1:46079768:46082065	NASP	ENST00000481782,ENST00000350030,ENST00000530073,ENST00000402363,ENST00000537798,ENST00000351223,ENST00000372052,ENST00000531612	ENST00000481782	9	+	chr1	46078921	46079767	46079768	46079853	46082009	46082065	46082066	46082297	2	6	5	846	85	56	231	70.5	538.5	573
2675	PDE10A:-:chr6:165801942:165792682	PDE10A	ENST00000366882,ENST00000354448,ENST00000539869	ENST00000366882	23	-	chr6	165806134	165801943	165801942	165801787	165792855	165792683	165792682	165756992	18	19	2	4191	155	172	35690	163.5	19940.5	329
2676	PPP1R21:+:chr2:48701822:48718309	PPP1R21	ENST00000416913,ENST00000294952,ENST00000281394,ENST00000431614,ENST00000449090,ENST00000455978	ENST00000416913	22	+	chr2	48698507	48701821	48701822	48701958	48718157	48718309	48718310	48722817	12	15	4	3314	136	152	4507	144	3910.5	511
2677	RASA2:+:chr3:141231005:141259451	RASA2	ENST00000286364,ENST00000452898	ENST00000286364	24	+	chr3	141206059	141231004	141231005	141231122	141259375	141259451	141259452	141272698	2	5	4	24945	117	76	13246	96.5	19095.5	394
2678	SUCO:+:chr1:172520652:172539870	SUCO	ENST00000367723,ENST00000608151,ENST00000263688,ENST00000610051	ENST00000367723	23	+	chr1	172502638	172520651	172520652	172520766	172539803	172539870	172539871	172543030	3	9	7	18013	114	67	3159	90.5	10586	876
2679	TRUB1:+:chr10:116730127:116734144	TRUB1	ENST00000298746	ENST00000298746	8	+	chr10	116719567	116730126	116730127	116730199	116734088	116734144	116734145	116734881	5	7	3	10559	72	56	736	64	5647.5	270
2680	AFF4:-:chr5:132270633:132262813	AFF4	ENST00000265343,ENST00000378595,ENST00000491831	ENST00000265343	21	-	chr5	132272758	132270634	132270633	132269839	132262899	132262813	132262812	132240097	3	5	3	2124	794	86	22715	440	12419.5	927
2681	ATP2B1:-:chr12:90029028:90013776	ATP2B1	ENST00000428670,ENST00000359142,ENST00000261173,ENST00000348959	ENST00000428670	21	-	chr12	90035934	90029029	90029028	90028774	90014017	90013776	90013775	90010817	4	11	8	6905	254	241	2958	247.5	4931.5	1423
2682	CD2AP:+:chr6:47471016:47472494	CD2AP	NA	NA	NA	+	chr6	NA	NA	47471016	NA	NA	47472494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2683	CDKL4:-:chr2:39456729:39406328	CDKL4	NA	NA	NA	-	chr2	NA	NA	39456729	NA	NA	39406328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2684	DCAF17:+:chr2:172305191:172330485	DCAF17	ENST00000375255,ENST00000468592	ENST00000375255	14	+	chr2	172300124	172305190	172305191	172305327	172330376	172330485	172330486	172333369	4	10	7	5066	136	109	2883	122.5	3974.5	770
2685	FGD1:-:chrX:54492285:54491884	FGD1	ENST00000375135	ENST00000375135	18	-	chrX	54494216	54492286	54492285	54492129	54492022	54491884	54491883	54483001	7	8	2	1930	156	138	8882	147	5406	296
2686	GAPVD1:+:chr9:128103456:128109220	GAPVD1	ENST00000470056,ENST00000297933,ENST00000394105,ENST00000394083,ENST00000312123	ENST00000470056	25	+	chr9	128099871	128103455	128103456	128103543	128109098	128109220	128109221	128111668	16	17	2	3584	87	122	2447	104.5	3015.5	211
2687	HERC4:-:chr10:69773943:69748420	HERC4	ENST00000427635,ENST00000395198,ENST00000277817,ENST00000412272,ENST00000373700,ENST00000473533,ENST00000395187	ENST00000427635	25	-	chr10	69785302	69773944	69773943	69773783	69748592	69748420	69748419	69747902	7	14	8	11358	160	172	517	166	5937.5	3601
2688	KMT2C:-:chr7:151875095:151873276	KMT2C	ENST00000355193,ENST00000262189,ENST00000558084,ENST00000473186	ENST00000355193	60	-	chr7	151876918	151875096	151875095	151873276	151875095	151873276	151873275	151871328	38	38	1	1822	1819	1819	1947	1819	1884.5	1820
2689	MED13L:-:chr12:116549317:116534474	MED13L	ENST00000281928	ENST00000281928	31	-	chr12	116675272	116549318	116549317	116549233	116534557	116534474	116534473	116460407	3	4	2	125954	84	83	74066	83.5	100010	169
2690	PWWP2A:-:chr5:159521072:159520108	PWWP2A	ENST00000456329,ENST00000523662	ENST00000456329	4	-	chr5	159545811	159521073	159521072	159520108	159521072	159520108	159520107	159507778	2	2	1	24738	964	964	12329	964	18533.5	965
2691	RABGAP1:+:chr9:125832629:125839041	RABGAP1	ENST00000373647,ENST00000456584,ENST00000373643	ENST00000373647	26	+	chr9	125827741	125832628	125832629	125832703	125838913	125839041	125839042	125852036	15	19	5	4887	74	128	12994	101	8940.5	516
2692	RPAP2:+:chr1:92786156:92811471	RPAP2	ENST00000610020	ENST00000610020	13	+	chr1	92772834	92786155	92786156	92786191	92811403	92811471	92811472	92846280	7	11	5	13321	35	68	34808	51.5	24064.5	1200
2693	SUCO:+:chr1:172525009:172539870	SUCO	ENST00000367723,ENST00000608151,ENST00000263688,ENST00000610051	ENST00000367723	23	+	chr1	172520767	172525008	172525009	172525163	172539803	172539870	172539871	172543030	4	9	6	4241	154	67	3159	110.5	3700	761
2694	TBCD:+:chr17:80842021:80869665	TBCD	ENST00000355528,ENST00000539345,ENST00000571316,ENST00000576160,ENST00000571712,ENST00000576996,ENST00000574801	ENST00000355528	39	+	chr17	80828257	80842020	80842021	80842078	80869634	80869665	80869666	80878431	15	23	9	13763	57	31	8765	44	11264	563
2695	TMEM245:-:chr9:111826847:111812563	TMEM245	ENST00000374586,ENST00000491854,ENST00000413712	ENST00000374586	18	-	chr9	111835635	111826848	111826847	111826757	111812708	111812563	111812562	111800398	10	14	5	8787	90	145	12164	117.5	10475.5	591
2696	TNPO2:-:chr19:12826553:12825635	TNPO2	ENST00000425528,ENST00000441499,ENST00000450764,ENST00000356861,ENST00000588216,ENST00000592287,ENST00000585886	ENST00000425528	26	-	chr19	12829842	12826554	12826553	12826447	12825753	12825635	12825634	12822428	6	10	5	3288	106	118	3206	112	3247	565
2697	TNRC6B:+:chr22:40669429:40681774	TNRC6B	ENST00000454349,ENST00000335727,ENST00000301923,ENST00000446273,ENST00000402203	ENST00000454349	23	+	chr22	40666285	40669428	40669429	40669604	40681649	40681774	40681775	40696458	7	12	6	3143	175	125	14683	150	8913	743
2698	UGGT2:-:chr13:96592345:96577934	UGGT2	ENST00000376747	ENST00000376747	39	-	chr13	96599290	96592346	96592345	96592211	96578028	96577934	96577933	96555315	16	20	5	6944	134	94	22618	114	14781	618
2699	UNC5D:+:chr8:35232884:35233952	UNC5D	NA	NA	NA	+	chr8	NA	NA	35232884	NA	NA	35233952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2700	VEZT:+:chr12:95650926:95690034	VEZT	ENST00000436874,ENST00000356859,ENST00000550106,ENST00000547997,ENST00000261219,ENST00000552660,ENST00000397792	ENST00000436874	12	+	chr12	95645848	95650925	95650926	95651015	95689827	95690034	95690035	95693940	3	11	9	5077	89	207	3905	148	4491	1663
2701	ZNF644:-:chr1:91447927:91382197	ZNF644	NA	NA	NA	-	chr1	NA	NA	91447927	NA	NA	91382197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2702	ATM:+:chr11:108098321:108106561	ATM	ENST00000278616,ENST00000452508,ENST00000527805	ENST00000278616	63	+	chr11	108093914	108098321	108098322	108098423	108106397	108106561	108106562	108114679	2	5	4	4407	101	164	8117	132.5	6262	526
2703	UBA2:+:chr19:34941169:34955036	UBA2	ENST00000439527,ENST00000246548,ENST00000586313	ENST00000439527	17	+	chr19	34936027	34941169	34941170	34941269	34954931	34955036	34955037	34957782	9	15	7	5142	99	105	2745	102	3943.5	833
2704	ZMYM2:+:chr13:20567202:20580726	ZMYM2	ENST00000382869,ENST00000382874,ENST00000382871,ENST00000382881	ENST00000382869	25	+	chr13	20534167	20567202	20567203	20568059	20580514	20580726	20580727	20593686	3	6	4	33035	856	212	12959	534	22997	1522
2705	ARHGAP32:-:chr11:128994789:128963515	ARHGAP32	ENST00000310343,ENST00000524655,ENST00000525234	ENST00000310343	22	-	chr11	129034213	128994790	128994789	128994698	128963602	128963516	128963515	128936764	3	5	3	39423	91	86	26751	88.5	33087	264
2706	ASXL3:+:chr18:31185501:31263532	ASXL3	NA	NA	NA	+	chr18	NA	NA	31185501	NA	NA	31263532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2707	CEP350:+:chr1:179972309:179975702	CEP350	ENST00000367607	ENST00000367607	38	+	chr1	179966311	179972308	179972309	179972422	179975589	179975702	179975703	179981063	7	8	2	5997	113	113	5360	113	5678.5	228
2708	KDM1A:+:chr1:23381562:23395644	KDM1A	ENST00000400181,ENST00000542151,ENST00000356634	ENST00000400181	21	+	chr1	23380333	23381561	23381562	23381654	23395554	23395644	23395645	23397717	6	12	7	1228	92	90	2072	91	1650	623
2709	LPIN1:+:chr2:11905659:11907984	LPIN1	ENST00000256720,ENST00000396099,ENST00000449576,ENST00000425416,ENST00000396098,ENST00000441684	ENST00000256720	20	+	chr2	11886798	11905658	11905659	11905859	11907889	11907984	11907985	11911497	2	3	2	18860	200	95	3512	147.5	11186	297
2710	MDGA1:-:chr6:37612425:37611584	MDGA1	ENST00000297153,ENST00000434837,ENST00000505425,ENST00000502298,ENST00000418178	ENST00000297153	18	-	chr6	37613804	37612426	37612425	37612273	37611719	37611585	37611584	37606444	14	15	2	1378	152	134	5140	143	3259	288
2711	N4BP2L2:-:chr13:33101669:33054727	N4BP2L2	NA	NA	NA	-	chr13	NA	NA	33101669	NA	NA	33054727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2712	USP54:-:chr10:75336119:75331178	USP54	ENST00000319786,ENST00000433394	ENST00000319786	15	-	chr10	75351035	75336120	75336119	75335556	75331271	75331179	75331178	75305431	2	4	3	14915	563	92	25747	327.5	20331	821
2713	WBSCR22:+:chr7:73100966:73101425	WBSCR22	ENST00000463307,ENST00000430270,ENST00000265758,ENST00000423497,ENST00000441822,ENST00000487006,ENST00000428163,ENST00000421304	ENST00000463307	11	+	chr7	73098135	73100965	73100966	73101061	73101329	73101425	73101426	73105245	3	5	3	2830	95	96	3819	95.5	3324.5	276
2714	AARS:-:chr16:70296427:70292883	AARS	ENST00000261772	ENST00000261772	21	-	chr16	70298860	70296428	70296427	70296249	70293089	70292883	70292882	70292121	12	14	3	2432	178	206	761	192	1596.5	500
